GENE,TYPE,MAX_CORR
LCE5A-rt,RT,0.974409
WNT2-rt,RT,0.974401
TTC40-rt,RT,0.974325
CAV1-rt,RT,0.973913
C10orf11-rt,RT,0.973900
LOC100130992-rt,RT,0.973532
CRCT1-rt,RT,0.973525
POLR1D-rt,RT,0.972682
SLC4A4-rt,RT,0.972394
MIR548AP-rt,RT,0.972272
NAT2-rt,RT,0.971804
PDE3A-rt,RT,0.971640
ANKRD34C-rt,RT,0.971371
CAV2-rt,RT,0.971181
KLF3-rt,RT,0.971022
MUC7-rt,RT,0.971002
TTLL7-rt,RT,0.970747
GPHB5-rt,RT,0.969940
C10orf118-rt,RT,0.969691
NPAS2-rt,RT,0.969625
HTR1E-rt,RT,0.969281
PIP4K2A-rt,RT,0.969192
DIS3-rt,RT,0.969146
PROL1-rt,RT,0.968974
LIX1-rt,RT,0.968879
SLCO1C1-rt,RT,0.968801
SOX6-rt,RT,0.968612
KLF12-rt,RT,0.968128
AGFG1-rt,RT,0.968019
JAG1-rt,RT,0.967901
HECTD2-rt,RT,0.967412
SMR3B-rt,RT,0.967207
ABCA13-rt,RT,0.966435
PRKACB-rt,RT,0.966298
DMBT1-rt,RT,0.965889
RP5-1086L22.1-rt,RT,0.965778
PIBF1-rt,RT,0.963912
KIAA1217-rt,RT,0.963550
SKAP2-rt,RT,0.962488
DLL1-rt,RT,0.962185
RPF1-rt,RT,0.961978
ZNF507-rt,RT,0.961616
F5-rt,RT,0.958620
FBXO48-rt,RT,0.958304
PPP1R14C-rt,RT,0.958172
COX6C-rt,RT,0.957916
RIN2-rt,RT,0.956544
TLR10-rt,RT,0.955622
ETAA1-rt,RT,0.955365
KCNS2-rt,RT,0.955184
RIN3-rt,RT,0.955085
NOG-rt,RT,0.953622
NABP1-rt,RT,0.953103
STXBP5-rt,RT,0.952749
STK3-rt,RT,0.951079
FOXC2-rt,RT,0.943074
FOXK1-rt,RT,0.942066
LOC100188947-rt,RT,0.937859
CASR-rt,RT,0.936872
FLJ30679-rt,RT,0.936824
AFAP1L2-rt,RT,0.935090
TDRD1-rt,RT,0.931926
AFF3-rt,RT,0.929692
FBXO25-rt,RT,0.929409
MTUS2-rt,RT,0.924584
THEM6-rt,RT,0.921725
PSCA-rt,RT,0.921022
LYPD2-rt,RT,0.919905
LYNX1-rt,RT,0.917159
LY6K-rt,RT,0.915652
MTHFSD-rt,RT,0.915563
FOXF1-rt,RT,0.907950
WDR92-rt,RT,0.890613
OR1L8-rt,RT,0.885578
DIP2C-rt,RT,0.859771
