GENE,TYPE,MAX_CORR
MTMR7-rt,RT,0.994438
C15orf54-rt,RT,0.994379
GADL1-rt,RT,0.994348
FMN2-rt,RT,0.994283
SLA-rt,RT,0.994153
LINC00607-rt,RT,0.994140
GDNF-rt,RT,0.994049
ZBED2-rt,RT,0.993850
ANXA1-rt,RT,0.993645
CMSS1-rt,RT,0.993600
RND3-rt,RT,0.993336
RP11-356I2.4-rt,RT,0.993194
LIFR-rt,RT,0.993147
TNFAIP3-rt,RT,0.992688
BACH1-rt,RT,0.992513
STK17B-rt,RT,0.992510
TNC-rt,RT,0.991983
PITRM1-rt,RT,0.991886
ST3GAL1-rt,RT,0.991858
DIRC1-rt,RT,0.991727
KLF6-rt,RT,0.991574
CCDC168-rt,RT,0.991572
CTAGE1-rt,RT,0.991549
OTOGL-rt,RT,0.991533
SLC40A1-rt,RT,0.991519
TNFSF8-rt,RT,0.991343
MDM1-rt,RT,0.991110
LINC00189-rt,RT,0.990413
ST7-OT3-rt,RT,0.990310
COL5A2-rt,RT,0.990285
ASPH-rt,RT,0.990271
STRAP-rt,RT,0.990229
DYRK2-rt,RT,0.990170
CDH2-rt,RT,0.990164
KIF18A-rt,RT,0.990047
COL3A1-rt,RT,0.989791
RBM24-rt,RT,0.989787
DERA-rt,RT,0.989456
NABP1-rt,RT,0.989406
CH25H-rt,RT,0.989399
KIAA1432-rt,RT,0.989362
SLC8A1-AS1-rt,RT,0.989319
CLDN1-rt,RT,0.989317
BMP10-rt,RT,0.989090
LTBP1-rt,RT,0.989037
EVA1A-rt,RT,0.988989
BIVM-rt,RT,0.988987
LINC00704-rt,RT,0.988413
WDR75-rt,RT,0.988125
NDRG1-rt,RT,0.987943
CPQ-rt,RT,0.987710
DOCK2-rt,RT,0.987250
RPE65-rt,RT,0.986628
NGF-rt,RT,0.986316
STARD13-rt,RT,0.986211
PHF20L1-rt,RT,0.985962
ENKUR-rt,RT,0.985871
UBE2D1-rt,RT,0.985243
LANCL2-rt,RT,0.984933
MIR610-rt,RT,0.984909
SNX18-rt,RT,0.984805
MIR569-rt,RT,0.984393
ASNSD1-rt,RT,0.983969
TRPM8-rt,RT,0.983909
TSPAN2-rt,RT,0.983902
TP63-rt,RT,0.982976
ANKAR-rt,RT,0.982366
PRTFDC1-rt,RT,0.982063
WNT2-rt,RT,0.981760
SLC1A2-rt,RT,0.981045
ARHGAP18-rt,RT,0.980971
C3orf80-rt,RT,0.980600
ARNTL-rt,RT,0.980578
RP11-12A2.3-rt,RT,0.980527
SDC2-rt,RT,0.980299
IRS2-rt,RT,0.980228
TG-rt,RT,0.980060
DIRAS3-rt,RT,0.979915
LINC00619-rt,RT,0.978427
TNFSF15-rt,RT,0.978121
KL-rt,RT,0.977609
MIR548F1-rt,RT,0.977456
STMND1-rt,RT,0.977344
CITED2-rt,RT,0.976925
SPDL1-rt,RT,0.976877
INSL4-rt,RT,0.976385
EPS8-rt,RT,0.976365
JAG1-rt,RT,0.976025
IL12A-rt,RT,0.975854
RAG1-rt,RT,0.975433
MGC27382-rt,RT,0.975313
PDGFRA-rt,RT,0.974480
DSCR4-rt,RT,0.974098
ARSJ-rt,RT,0.973221
MIR100HG-rt,RT,0.972875
ENOX1-rt,RT,0.972676
VPS37A-rt,RT,0.972614
MIR125B1-rt,RT,0.972039
DSCR8-rt,RT,0.970804
BLID-rt,RT,0.969669
HAVCR2-rt,RT,0.969519
LNX1-rt,RT,0.969333
CDH11-rt,RT,0.969265
ERMP1-rt,RT,0.969258
SAMD13-rt,RT,0.968809
CNOT7-rt,RT,0.968806
SCG2-rt,RT,0.968787
LINC00841-rt,RT,0.968076
SNX13-rt,RT,0.967373
RBMS3-rt,RT,0.967252
PTPRO-rt,RT,0.966619
GLI3-rt,RT,0.966424
LOX-rt,RT,0.966343
LINC00116-rt,RT,0.966293
RPF1-rt,RT,0.966222
AKAP2-rt,RT,0.965742
CD36-rt,RT,0.965247
WLS-rt,RT,0.965095
DNAH5-rt,RT,0.964107
HNRNPA3P1-rt,RT,0.963601
ANKRD55-rt,RT,0.962928
RGS4-rt,RT,0.962872
1-Dec-rt,RT,0.962540
LEPREL1-rt,RT,0.961145
JAK2-rt,RT,0.961030
NPHP1-rt,RT,0.960878
SMAD5-rt,RT,0.960492
NAMA-rt,RT,0.960460
FIBIN-rt,RT,0.960418
MLANA-rt,RT,0.960006
TNFSF10-rt,RT,0.958490
PIGN-rt,RT,0.958411
LOC340113-rt,RT,0.957839
SSR3-rt,RT,0.957548
RGS5-rt,RT,0.956998
BET1-rt,RT,0.955932
RBMS1-rt,RT,0.955617
LOC389332-rt,RT,0.951900
MED7-rt,RT,0.950954
ANXA10-rt,RT,0.950344
NIPAL4-rt,RT,0.948779
AUH-rt,RT,0.947030
FBXO48-rt,RT,0.945586
GHSR-rt,RT,0.944701
MMP8-rt,RT,0.944283
E2F8-rt,RT,0.944145
MOXD1-rt,RT,0.943119
ITK-rt,RT,0.941024
ACTBL2-rt,RT,0.940854
COL24A1-rt,RT,0.940654
KIAA2026-rt,RT,0.939439
BMPR1B-rt,RT,0.938043
VGLL3-rt,RT,0.936962
PDE3A-rt,RT,0.936813
RARB-rt,RT,0.936296
BHLHE40-rt,RT,0.934695
SEMA3C-rt,RT,0.933761
LOC100288911-rt,RT,0.933530
CRIM1-rt,RT,0.932900
HMCN1-rt,RT,0.932861
EDN1-rt,RT,0.932085
DMBT1-rt,RT,0.926726
SGIP1-rt,RT,0.921183
BBOX1-rt,RT,0.920289
MYO1B-rt,RT,0.913823
FOXI1-rt,RT,0.911045
CSRP3-rt,RT,0.908560
SULT1C3-rt,RT,0.888765
ZSWIM2-rt,RT,0.886188
MIR199A2-rt,RT,0.871281
CTGF-rt,RT,0.867449
MIR214-rt,RT,0.858337
ZFAND5-rt,RT,0.842358
