GENE,TYPE,MAX_CORR
MDM1-rt,RT,0.998511
SNX18-rt,RT,0.998511
MBNL1-AS1-rt,RT,0.998510
TMEM244-rt,RT,0.998448
LOC100506023-rt,RT,0.998415
ARID5B-rt,RT,0.998357
IRS2-rt,RT,0.998329
RAG1-rt,RT,0.998304
SDC2-rt,RT,0.998263
SNX13-rt,RT,0.998235
IL1RAP-rt,RT,0.998235
RTKN2-rt,RT,0.998212
HJURP-rt,RT,0.998204
C10orf107-rt,RT,0.998173
FGF14-rt,RT,0.998171
SEMA5A-rt,RT,0.998157
LINC00922-rt,RT,0.998134
PTPRC-rt,RT,0.998122
DNASE2B-rt,RT,0.998080
ADRB2-rt,RT,0.997970
ST3GAL6-rt,RT,0.997966
CAV1-rt,RT,0.997957
TMTC3-rt,RT,0.997913
MBNL1-rt,RT,0.997892
CNKSR3-rt,RT,0.997808
DYRK2-rt,RT,0.997807
PCED1B-rt,RT,0.997758
ALDH8A1-rt,RT,0.997658
PDGFC-rt,RT,0.997586
MICU3-rt,RT,0.997552
ITGA2-rt,RT,0.997536
ANXA1-rt,RT,0.997419
IL22-rt,RT,0.997404
DSCR8-rt,RT,0.997398
ORMDL1-rt,RT,0.997377
STK17B-rt,RT,0.997330
PLGRKT-rt,RT,0.997318
GLRB-rt,RT,0.997316
RBMS1-rt,RT,0.997309
HTR7-rt,RT,0.997296
RHBDD1-rt,RT,0.997286
PTHLH-rt,RT,0.997278
PMS1-rt,RT,0.997268
SDPR-rt,RT,0.997206
PTPRO-rt,RT,0.997070
SLC38A4-rt,RT,0.996946
KITLG-rt,RT,0.996916
EPS8-rt,RT,0.996849
ARHGAP25-rt,RT,0.996803
SCG2-rt,RT,0.996783
BIVM-rt,RT,0.996719
GLI3-rt,RT,0.996689
ST3GAL6-AS1-rt,RT,0.996682
ARHGAP44-rt,RT,0.996677
OPCML-rt,RT,0.996665
OSGEPL1-rt,RT,0.996622
PDHX-rt,RT,0.996577
TRPM8-rt,RT,0.996539
RASGRP3-rt,RT,0.996495
LINC00189-rt,RT,0.996450
PFKP-rt,RT,0.996382
FN1-rt,RT,0.996349
LINC00607-rt,RT,0.996325
CCDC168-rt,RT,0.996265
AMIGO2-rt,RT,0.996138
LINC00643-rt,RT,0.996084
CPOX-rt,RT,0.996021
ST7-OT3-rt,RT,0.996020
PDCD1LG2-rt,RT,0.995986
IVNS1ABP-rt,RT,0.995973
CTAGE1-rt,RT,0.995927
ACTBL2-rt,RT,0.995857
RND3-rt,RT,0.995842
C15orf54-rt,RT,0.995759
SPP2-rt,RT,0.995732
KL-rt,RT,0.995695
RPE65-rt,RT,0.995608
RLN1-rt,RT,0.995537
ASPH-rt,RT,0.995525
SSR3-rt,RT,0.995434
INSL4-rt,RT,0.995409
CDC42EP3-rt,RT,0.995397
WISP1-rt,RT,0.995298
FILIP1L-rt,RT,0.995272
BMPR1B-rt,RT,0.995226
MYOCD-rt,RT,0.995157
ANXA10-rt,RT,0.995006
OTOGL-rt,RT,0.994865
BMP10-rt,RT,0.994809
C3orf55-rt,RT,0.994706
MTMR7-rt,RT,0.994438
VGLL3-rt,RT,0.994416
GADL1-rt,RT,0.994348
FMN2-rt,RT,0.994283
SLA-rt,RT,0.994153
KLF6-rt,RT,0.994107
COL3A1-rt,RT,0.994055
GDNF-rt,RT,0.994049
CDH2-rt,RT,0.993847
DSCR4-rt,RT,0.993676
CMSS1-rt,RT,0.993600
RP11-356I2.4-rt,RT,0.993538
MIR125B1-rt,RT,0.993308
LIFR-rt,RT,0.993147
MIR569-rt,RT,0.993110
SLC8A1-AS1-rt,RT,0.993020
DNAH5-rt,RT,0.992925
DIRC1-rt,RT,0.992853
MIR100HG-rt,RT,0.992820
TNFAIP3-rt,RT,0.992688
BACH1-rt,RT,0.992513
NDRG1-rt,RT,0.992512
SLC40A1-rt,RT,0.992445
JAG1-rt,RT,0.992437
SLC1A2-rt,RT,0.992409
CD36-rt,RT,0.992240
BLID-rt,RT,0.991996
TNC-rt,RT,0.991983
PHF20L1-rt,RT,0.991903
PITRM1-rt,RT,0.991886
ST3GAL1-rt,RT,0.991858
SAMD13-rt,RT,0.991853
LINC00704-rt,RT,0.991724
MMP8-rt,RT,0.991644
DERA-rt,RT,0.991354
TNFSF8-rt,RT,0.991343
HNRNPA3P1-rt,RT,0.991243
PIGN-rt,RT,0.991229
MIR610-rt,RT,0.991051
CLDN1-rt,RT,0.990906
WLS-rt,RT,0.990852
STRAP-rt,RT,0.990751
COL5A2-rt,RT,0.990452
ENOX1-rt,RT,0.990409
EVA1A-rt,RT,0.990261
HMCN1-rt,RT,0.990247
KIF18A-rt,RT,0.990047
RBM24-rt,RT,0.989787
RGS4-rt,RT,0.989728
DMBT1-rt,RT,0.989723
CH25H-rt,RT,0.989399
KIAA1432-rt,RT,0.989362
LTBP1-rt,RT,0.989037
E2F8-rt,RT,0.988993
DIRAS3-rt,RT,0.988925
TSPAN2-rt,RT,0.988650
WDR75-rt,RT,0.988560
LINC00619-rt,RT,0.988231
BET1-rt,RT,0.988180
AKAP2-rt,RT,0.987951
CNOT7-rt,RT,0.987878
LNX1-rt,RT,0.987610
NIPAL4-rt,RT,0.987450
RPF1-rt,RT,0.987318
DOCK2-rt,RT,0.987250
CRIM1-rt,RT,0.987119
FIBIN-rt,RT,0.986851
LOC100288911-rt,RT,0.986849
VPS37A-rt,RT,0.986711
NGF-rt,RT,0.986316
STARD13-rt,RT,0.986211
AUH-rt,RT,0.986182
PDGFRA-rt,RT,0.986112
ENKUR-rt,RT,0.985871
MGC27382-rt,RT,0.985426
UBE2D1-rt,RT,0.985243
MIR548F1-rt,RT,0.984977
LANCL2-rt,RT,0.984933
SPDL1-rt,RT,0.984928
WNT2-rt,RT,0.984616
JAK2-rt,RT,0.984400
BHLHE40-rt,RT,0.984322
CDH11-rt,RT,0.984245
STMND1-rt,RT,0.984242
ASNSD1-rt,RT,0.983969
MLANA-rt,RT,0.983150
TP63-rt,RT,0.982976
ANKAR-rt,RT,0.982966
IL12A-rt,RT,0.982665
1-Dec-rt,RT,0.982570
PRTFDC1-rt,RT,0.982063
LINC00841-rt,RT,0.981739
MOXD1-rt,RT,0.981730
ARHGAP18-rt,RT,0.980971
C3orf80-rt,RT,0.980600
ARNTL-rt,RT,0.980578
RP11-12A2.3-rt,RT,0.980527
BBOX1-rt,RT,0.980174
TG-rt,RT,0.980060
SMAD5-rt,RT,0.979128
ADAM19-rt,RT,0.978604
MYO1B-rt,RT,0.978181
TNFSF15-rt,RT,0.978121
CITED2-rt,RT,0.977501
ARSJ-rt,RT,0.976880
MED7-rt,RT,0.975960
HAVCR2-rt,RT,0.975754
LEPREL1-rt,RT,0.974161
RARB-rt,RT,0.973841
NAMA-rt,RT,0.973407
RGS5-rt,RT,0.971615
FBXO48-rt,RT,0.970490
FAM71B-rt,RT,0.970134
LOX-rt,RT,0.969523
ERMP1-rt,RT,0.969258
COL24A1-rt,RT,0.968587
EDN1-rt,RT,0.967827
TNFSF10-rt,RT,0.967212
LOC389332-rt,RT,0.965179
ITK-rt,RT,0.963990
SEMA3C-rt,RT,0.961659
SGIP1-rt,RT,0.954546
ZSWIM2-rt,RT,0.950315
SULT1C3-rt,RT,0.948903
FOXI1-rt,RT,0.948535
GHSR-rt,RT,0.944701
MIR199A2-rt,RT,0.915065
MIR214-rt,RT,0.905501
ZFAND5-rt,RT,0.897457
