GENE,TYPE,MAX_CORR
SAMD5-rt,RT,0.992297
TNFRSF11B-rt,RT,0.992220
EREG-rt,RT,0.992198
ZFPM2-rt,RT,0.992191
GDNF-rt,RT,0.992184
ERP27-rt,RT,0.992147
RAB27B-rt,RT,0.992126
PLK2-rt,RT,0.992105
FILIP1L-rt,RT,0.992083
LINC00626-rt,RT,0.992081
TLR6-rt,RT,0.992066
GLIPR1L1-rt,RT,0.992007
ZEB1-AS1-rt,RT,0.991970
EMC2-rt,RT,0.991950
TRIQK-rt,RT,0.991945
C1orf141-rt,RT,0.991911
SLC35D1-rt,RT,0.991890
TNFSF18-rt,RT,0.991838
ACTA2-rt,RT,0.991802
PTHLH-rt,RT,0.991795
BTC-rt,RT,0.991730
CCDC150-rt,RT,0.991707
ZEB1-rt,RT,0.991694
KATNBL1P6-rt,RT,0.991557
LINGO2-rt,RT,0.991547
CNKSR3-rt,RT,0.991523
DSCR4-rt,RT,0.991357
ZNF112-rt,RT,0.991255
MITF-rt,RT,0.991136
STXBP5-AS1-rt,RT,0.991075
KCTD16-rt,RT,0.990974
MIR100HG-rt,RT,0.990863
IL18RAP-rt,RT,0.990732
CCDC91-rt,RT,0.990677
PRKACB-rt,RT,0.990617
HPGD-rt,RT,0.990615
PTPRO-rt,RT,0.990579
FAM46A-rt,RT,0.990536
HTR7-rt,RT,0.990533
CMSS1-rt,RT,0.990518
GOLIM4-rt,RT,0.990502
MIR586-rt,RT,0.990484
MUCL1-rt,RT,0.990296
TYRP1-rt,RT,0.990066
RSPO2-rt,RT,0.990048
RTN1-rt,RT,0.990004
PCGF5-rt,RT,0.989965
KCNE4-rt,RT,0.989815
BANK1-rt,RT,0.989746
FYB-rt,RT,0.989557
ANKRD22-rt,RT,0.989544
PJA2-rt,RT,0.989444
WT1-rt,RT,0.989441
DDX60L-rt,RT,0.989431
INPP1-rt,RT,0.989118
LIPN-rt,RT,0.989040
TRIB2-rt,RT,0.989004
C3orf80-rt,RT,0.988783
ZPLD1-rt,RT,0.988654
OSMR-rt,RT,0.988613
CD96-rt,RT,0.988574
RTKN2-rt,RT,0.988305
C8orf48-rt,RT,0.988102
LIPM-rt,RT,0.988087
C15orf43-rt,RT,0.987943
PDGFRA-rt,RT,0.987915
RASGRP3-rt,RT,0.987867
SDC2-rt,RT,0.987795
LYPLAL1-rt,RT,0.987748
LIPJ-rt,RT,0.987570
TFG-rt,RT,0.987562
HS3ST3A1-rt,RT,0.987332
COL3A1-rt,RT,0.987197
STK3-rt,RT,0.987099
GDF6-rt,RT,0.987030
ZNF558-rt,RT,0.986971
LTBP1-rt,RT,0.986953
RRP15-rt,RT,0.986851
MRPL35-rt,RT,0.986818
PELO-rt,RT,0.986777
C8orf22-rt,RT,0.986759
ITGA1-rt,RT,0.986734
TWIST1-rt,RT,0.986507
BET1-rt,RT,0.986500
FLJ13197-rt,RT,0.986455
CEP44-rt,RT,0.986390
COL21A1-rt,RT,0.986315
ADAMTS20-rt,RT,0.986094
FAM114A1-rt,RT,0.986051
MIR574-rt,RT,0.985945
CAV2-rt,RT,0.985909
OXR1-rt,RT,0.985790
CCDC122-rt,RT,0.985685
NUF2-rt,RT,0.985654
GBP6-rt,RT,0.985472
PRPS1L1-rt,RT,0.985436
CD36-rt,RT,0.985413
SLC30A8-rt,RT,0.985238
BACH1-rt,RT,0.985228
MIR569-rt,RT,0.985115
RFPL4B-rt,RT,0.985103
RNLS-rt,RT,0.985082
GNAI1-rt,RT,0.985045
FLJ46284-rt,RT,0.985027
RELL1-rt,RT,0.984640
FERD3L-rt,RT,0.984571
MTBP-rt,RT,0.984571
PTGDR-rt,RT,0.984545
LACC1-rt,RT,0.984270
PPP1R1C-rt,RT,0.984237
STAMBPL1-rt,RT,0.983982
MOCS2-rt,RT,0.983944
SNORD114-1-rt,RT,0.983892
SNORD113-9-rt,RT,0.983800
SNORD114-2-rt,RT,0.983765
SWT1-rt,RT,0.983748
COX10-rt,RT,0.983680
SLC9A4-rt,RT,0.983655
SNORD114-3-rt,RT,0.983638
FCN1-rt,RT,0.983600
SLC39A8-rt,RT,0.983584
SNORD114-4-rt,RT,0.983549
DIRC1-rt,RT,0.983533
FAS-rt,RT,0.983209
IL36G-rt,RT,0.983043
FBXO48-rt,RT,0.983035
PDHX-rt,RT,0.982993
MPDZ-rt,RT,0.982969
SNORD113-7-rt,RT,0.982945
SNORD114-7-rt,RT,0.982945
FER1L6-rt,RT,0.982900
EFEMP1-rt,RT,0.982706
RBM24-rt,RT,0.982701
SNORD113-6-rt,RT,0.982435
SNORD114-13-rt,RT,0.982060
SLC14A2-rt,RT,0.982045
MRPL13-rt,RT,0.982009
SNORD113-5-rt,RT,0.981879
FAM110B-rt,RT,0.981845
PPP1R14C-rt,RT,0.981748
SPOCK1-rt,RT,0.981735
IFNA8-rt,RT,0.981716
RPF1-rt,RT,0.981641
IL12A-rt,RT,0.981471
CH25H-rt,RT,0.981412
LURAP1L-rt,RT,0.981342
ZNF235-rt,RT,0.981170
SNORD113-4-rt,RT,0.981036
SPATA5L1-rt,RT,0.981014
LOC100188947-rt,RT,0.980642
WT1-AS-rt,RT,0.980624
CACNA2D1-rt,RT,0.980607
UQCRB-rt,RT,0.980597
TNS3-rt,RT,0.980593
SPAG6-rt,RT,0.980591
SAMD3-rt,RT,0.980502
ZNF438-rt,RT,0.980389
COL5A2-rt,RT,0.980223
AARD-rt,RT,0.979975
FAM98A-rt,RT,0.979872
CAV1-rt,RT,0.979853
PFDN4-rt,RT,0.979808
LINC00114-rt,RT,0.979709
ATIC-rt,RT,0.979554
SEMA3C-rt,RT,0.979504
IYD-rt,RT,0.979369
C10orf11-rt,RT,0.979280
PTGER2-rt,RT,0.979272
LIPA-rt,RT,0.979243
ABI3BP-rt,RT,0.978942
KCNS2-rt,RT,0.978839
SCG2-rt,RT,0.978758
HSPA7-rt,RT,0.978475
FLJ41200-rt,RT,0.978162
KLF3-rt,RT,0.978054
SUCNR1-rt,RT,0.977961
ZNF365-rt,RT,0.977911
LINC00189-rt,RT,0.977461
SNORD113-1-rt,RT,0.977068
MIER1-rt,RT,0.976996
LINC00922-rt,RT,0.976894
ARHGAP5-AS1-rt,RT,0.976730
FOXC2-rt,RT,0.976614
GAS1-rt,RT,0.976531
ARHGAP5-rt,RT,0.976511
FBXO8-rt,RT,0.976477
LOC389332-rt,RT,0.976338
TRPS1-rt,RT,0.976035
PLEKHG1-rt,RT,0.975971
ARHGAP18-rt,RT,0.975965
HECW2-rt,RT,0.975948
PEG10-rt,RT,0.975868
PHF20L1-rt,RT,0.975751
C10orf90-rt,RT,0.975629
SLC15A5-rt,RT,0.975605
FOXL1-rt,RT,0.975395
CLCA1-rt,RT,0.974971
LAMA2-rt,RT,0.974942
GNG11-rt,RT,0.974831
LINC00970-rt,RT,0.974820
PPP1R9A-rt,RT,0.974790
ICOS-rt,RT,0.974505
FLJ30679-rt,RT,0.974359
STMND1-rt,RT,0.974290
ZNF233-rt,RT,0.974252
EGFLAM-rt,RT,0.974028
DPT-rt,RT,0.973883
APCDD1-rt,RT,0.973817
SGIP1-rt,RT,0.973490
FAM188A-rt,RT,0.973419
IGSF10-rt,RT,0.973268
AK5-rt,RT,0.973236
FAM91A1-rt,RT,0.973235
PELI2-rt,RT,0.973199
IL36B-rt,RT,0.973083
ALDH8A1-rt,RT,0.972917
ARMC3-rt,RT,0.972850
FCGR2C-rt,RT,0.972738
LEMD3-rt,RT,0.972703
IBTK-rt,RT,0.972620
C15orf48-rt,RT,0.972586
PMP2-rt,RT,0.972524
STRAP-rt,RT,0.972497
MMP8-rt,RT,0.972007
S1PR1-rt,RT,0.971768
MED30-rt,RT,0.971663
ENKUR-rt,RT,0.971473
IFNA2-rt,RT,0.971326
SNORD114-31-rt,RT,0.971308
HGF-rt,RT,0.971240
CTAGE1-rt,RT,0.970956
TMEM65-rt,RT,0.970810
DAAM1-rt,RT,0.970638
TLR10-rt,RT,0.970599
SH2D4A-rt,RT,0.970399
MTAP-rt,RT,0.970137
SOX6-rt,RT,0.969664
PMS1-rt,RT,0.969201
SETD9-rt,RT,0.968792
GHSR-rt,RT,0.968389
ARID5B-rt,RT,0.968112
BHLHE41-rt,RT,0.967992
TMEM71-rt,RT,0.967958
CLIC5-rt,RT,0.967811
RGS4-rt,RT,0.967793
REEP1-rt,RT,0.967543
MEG8-rt,RT,0.967392
MOXD1-rt,RT,0.967373
PTDSS1-rt,RT,0.967347
MIER3-rt,RT,0.967189
SORD-rt,RT,0.966718
LYSMD4-rt,RT,0.966635
TFPI2-rt,RT,0.966061
SNAI2-rt,RT,0.966048
SMAD5-rt,RT,0.965765
FABP9-rt,RT,0.965063
DUSP10-rt,RT,0.964771
PRTFDC1-rt,RT,0.964628
SLC9A9-rt,RT,0.964363
CASC1-rt,RT,0.964165
ORMDL1-rt,RT,0.963889
PIP4K2A-rt,RT,0.963098
CYP4F11-rt,RT,0.962417
DERA-rt,RT,0.961686
ETS2-rt,RT,0.961301
ABCA13-rt,RT,0.961220
GADL1-rt,RT,0.960555
ITGA8-rt,RT,0.960458
FIBIN-rt,RT,0.960448
RTL1-rt,RT,0.960026
TNFSF10-rt,RT,0.959722
C7orf71-rt,RT,0.958988
MTHFSD-rt,RT,0.958854
CCDC175-rt,RT,0.958436
MIR665-rt,RT,0.957983
MEG9-rt,RT,0.957223
BTF3P11-rt,RT,0.956767
COMMD3-rt,RT,0.956563
IL36RN-rt,RT,0.955493
C11orf44-rt,RT,0.955150
MIR369-rt,RT,0.955057
FOXF1-rt,RT,0.954536
IRG1-rt,RT,0.954101
PON2-rt,RT,0.953767
MIR377-rt,RT,0.953516
WIF1-rt,RT,0.953078
LOX-rt,RT,0.952714
SKAP2-rt,RT,0.952545
MIR323B-rt,RT,0.951666
MIR134-rt,RT,0.951350
MIR382-rt,RT,0.951281
SLC30A4-rt,RT,0.951018
MIR411-rt,RT,0.950606
MIR889-rt,RT,0.950457
MIR758-rt,RT,0.950279
HPSE2-rt,RT,0.950042
NAPG-rt,RT,0.949951
TMEM194B-rt,RT,0.949935
MIR300-rt,RT,0.949574
MIR376A1-rt,RT,0.949459
MIR376C-rt,RT,0.949226
GPR128-rt,RT,0.948739
HFM1-rt,RT,0.946998
JKAMP-rt,RT,0.945377
IFIT2-rt,RT,0.945153
RGS5-rt,RT,0.944903
C1orf146-rt,RT,0.944748
RUNX2-rt,RT,0.943449
GPR135-rt,RT,0.943284
BMPR1B-rt,RT,0.942820
ST7-OT3-rt,RT,0.942711
GLMN-rt,RT,0.942562
GATM-rt,RT,0.941286
L3HYPDH-rt,RT,0.940714
GTF3C3-rt,RT,0.940317
PON3-rt,RT,0.936080
EFCAB6-rt,RT,0.931184
WNT2-rt,RT,0.928975
R3HCC1L-rt,RT,0.924082
RSU1-rt,RT,0.919048
SAMD9-rt,RT,0.909431
STK17B-rt,RT,0.909331
C1orf21-rt,RT,0.908802
