GENE,TYPE,MAX_CORR
ADAMTS5-rt,RT,0.990923
MIR100HG-rt,RT,0.990863
CCDC91-rt,RT,0.990677
PRKACB-rt,RT,0.990617
ZEB1-AS1-rt,RT,0.990616
HTR7-rt,RT,0.990533
IL18R1-rt,RT,0.990484
TMEM200A-rt,RT,0.990462
SLC35D1-rt,RT,0.990388
C10orf107-rt,RT,0.990338
ZEB1-rt,RT,0.990329
TYRP1-rt,RT,0.990066
PCGF5-rt,RT,0.989965
ANXA10-rt,RT,0.989823
BANK1-rt,RT,0.989746
IL18RAP-rt,RT,0.989608
ABCA9-rt,RT,0.989595
FYB-rt,RT,0.989557
LINC00583-rt,RT,0.989530
RSPO3-rt,RT,0.989044
C3orf80-rt,RT,0.988783
MIR586-rt,RT,0.988520
PTPRO-rt,RT,0.988346
ERG-rt,RT,0.988344
EMC2-rt,RT,0.988329
RSPO2-rt,RT,0.988152
C8orf48-rt,RT,0.988102
C15orf43-rt,RT,0.987943
RASGRP3-rt,RT,0.987867
PTHLH-rt,RT,0.987865
SDC2-rt,RT,0.987795
ZPLD1-rt,RT,0.987639
LIPJ-rt,RT,0.987570
TFG-rt,RT,0.987562
COL3A1-rt,RT,0.987197
GOLIM4-rt,RT,0.987060
LTBP1-rt,RT,0.986953
PELO-rt,RT,0.986777
ITGA1-rt,RT,0.986734
ADAMTS20-rt,RT,0.986094
DSCR8-rt,RT,0.986024
OXR1-rt,RT,0.985790
PRPS1L1-rt,RT,0.985436
SNX13-rt,RT,0.985424
STX7-rt,RT,0.985331
MIR569-rt,RT,0.985115
GNAI1-rt,RT,0.985045
FLJ46284-rt,RT,0.985027
KCNE4-rt,RT,0.984641
MTBP-rt,RT,0.984571
MOCS2-rt,RT,0.983944
KIAA1107-rt,RT,0.983930
DSCR10-rt,RT,0.983761
SRFBP1-rt,RT,0.983567
COX10-rt,RT,0.983337
FAS-rt,RT,0.983209
DIRC1-rt,RT,0.982804
EFEMP1-rt,RT,0.982706
FBXO48-rt,RT,0.982692
TMEM14E-rt,RT,0.982571
FLJ13197-rt,RT,0.982438
FAM46A-rt,RT,0.982272
COL21A1-rt,RT,0.982203
PPP1R14C-rt,RT,0.981748
SAMD5-rt,RT,0.981740
RPF1-rt,RT,0.981641
LURAP1L-rt,RT,0.981342
BET1-rt,RT,0.980844
LOC100188947-rt,RT,0.980642
SAMD3-rt,RT,0.980502
CD36-rt,RT,0.980257
COL5A2-rt,RT,0.980223
RFPL4B-rt,RT,0.980213
FAM98A-rt,RT,0.979872
PFDN4-rt,RT,0.979808
LINC00114-rt,RT,0.979644
LIPA-rt,RT,0.979243
ABI3BP-rt,RT,0.978942
SCG2-rt,RT,0.978758
FAM124B-rt,RT,0.978423
TNFRSF11B-rt,RT,0.978248
CH25H-rt,RT,0.978237
SLC39A8-rt,RT,0.978186
ZNF365-rt,RT,0.977911
KLF3-rt,RT,0.977541
CAV2-rt,RT,0.977417
IYD-rt,RT,0.976285
TRPS1-rt,RT,0.976035
FLJ41200-rt,RT,0.976009
TWIST1-rt,RT,0.975647
ZNF438-rt,RT,0.975608
SEMA3C-rt,RT,0.973528
FAM188A-rt,RT,0.973419
MRPL13-rt,RT,0.973103
STK3-rt,RT,0.972234
CAV1-rt,RT,0.971063
TMEM65-rt,RT,0.970810
BACH1-rt,RT,0.969746
FERD3L-rt,RT,0.968434
MIER1-rt,RT,0.966447
LINC00189-rt,RT,0.964438
C10orf90-rt,RT,0.963624
GNG11-rt,RT,0.961277
BTF3P11-rt,RT,0.956767
CMSS1-rt,RT,0.954780
SPOCK1-rt,RT,0.954731
SPAG6-rt,RT,0.954628
ETS2-rt,RT,0.949027
