GENE,TYPE,MAX_CORR
GDNF-rt,RT,0.992184
RAB27B-rt,RT,0.992126
PLK2-rt,RT,0.992105
LINC00626-rt,RT,0.992081
TLR6-rt,RT,0.992066
GLIPR1L1-rt,RT,0.992007
TRIQK-rt,RT,0.991945
C1orf141-rt,RT,0.991911
TNFSF18-rt,RT,0.991838
ACTA2-rt,RT,0.991802
BTC-rt,RT,0.991730
CCDC150-rt,RT,0.991707
KATNBL1P6-rt,RT,0.991557
LINGO2-rt,RT,0.991547
RAG1-rt,RT,0.991539
CNKSR3-rt,RT,0.991523
DNASE2B-rt,RT,0.991500
PLEK-rt,RT,0.991426
DSCR4-rt,RT,0.991357
ZNF112-rt,RT,0.991255
MITF-rt,RT,0.991136
STXBP5-AS1-rt,RT,0.991075
KCTD16-rt,RT,0.990974
DGKI-rt,RT,0.990931
ADAMTS5-rt,RT,0.990923
MIR100HG-rt,RT,0.990863
CCDC91-rt,RT,0.990677
PRKACB-rt,RT,0.990617
ZEB1-AS1-rt,RT,0.990616
HTR7-rt,RT,0.990533
IL18R1-rt,RT,0.990484
TMEM200A-rt,RT,0.990462
IL1R2-rt,RT,0.990417
SLC35D1-rt,RT,0.990388
C10orf107-rt,RT,0.990338
ZEB1-rt,RT,0.990329
PDE6H-rt,RT,0.990326
TYRP1-rt,RT,0.990066
RTN1-rt,RT,0.990004
PCGF5-rt,RT,0.989965
ANXA10-rt,RT,0.989823
BANK1-rt,RT,0.989746
IL18RAP-rt,RT,0.989608
ABCA9-rt,RT,0.989595
FYB-rt,RT,0.989557
ANKRD22-rt,RT,0.989544
LINC00583-rt,RT,0.989530
PJA2-rt,RT,0.989444
WT1-rt,RT,0.989441
SNORD94-rt,RT,0.989394
RSPO3-rt,RT,0.989044
LIPN-rt,RT,0.989040
TRIB2-rt,RT,0.989004
C3orf80-rt,RT,0.988783
OSMR-rt,RT,0.988613
MIR586-rt,RT,0.988520
PTPRO-rt,RT,0.988346
ERG-rt,RT,0.988344
EMC2-rt,RT,0.988329
RTKN2-rt,RT,0.988305
RSPO2-rt,RT,0.988152
C8orf48-rt,RT,0.988102
LIPM-rt,RT,0.988087
C15orf43-rt,RT,0.987943
RASGRP3-rt,RT,0.987867
PTHLH-rt,RT,0.987865
ARHGDIB-rt,RT,0.987802
SDC2-rt,RT,0.987795
LYPLAL1-rt,RT,0.987748
ZPLD1-rt,RT,0.987639
LIPJ-rt,RT,0.987570
TFG-rt,RT,0.987562
COL3A1-rt,RT,0.987197
GOLIM4-rt,RT,0.987060
GDF6-rt,RT,0.987030
LTBP1-rt,RT,0.986953
RRP15-rt,RT,0.986851
MRPL35-rt,RT,0.986818
PELO-rt,RT,0.986777
C8orf22-rt,RT,0.986759
ITGA1-rt,RT,0.986734
ADAMTS20-rt,RT,0.986094
FAM114A1-rt,RT,0.986051
DSCR8-rt,RT,0.986024
MIR574-rt,RT,0.985945
OXR1-rt,RT,0.985790
NUF2-rt,RT,0.985654
GBP6-rt,RT,0.985472
PRPS1L1-rt,RT,0.985436
SNX13-rt,RT,0.985424
SLC12A2-rt,RT,0.985418
STX7-rt,RT,0.985331
MIR569-rt,RT,0.985115
RNLS-rt,RT,0.985082
GNAI1-rt,RT,0.985045
FLJ46284-rt,RT,0.985027
KCNE4-rt,RT,0.984641
MTBP-rt,RT,0.984571
PPP1R1C-rt,RT,0.984237
STAMBPL1-rt,RT,0.983982
MOCS2-rt,RT,0.983944
KIAA1107-rt,RT,0.983930
SNORD114-1-rt,RT,0.983892
SNORD113-9-rt,RT,0.983800
SNORD114-2-rt,RT,0.983765
DSCR10-rt,RT,0.983761
ERP27-rt,RT,0.983665
SLC9A4-rt,RT,0.983655
SNORD114-3-rt,RT,0.983638
SRFBP1-rt,RT,0.983567
SNORD114-4-rt,RT,0.983549
COX10-rt,RT,0.983337
FAS-rt,RT,0.983209
IL36G-rt,RT,0.983043
CCDC122-rt,RT,0.982973
MPDZ-rt,RT,0.982969
SNORD113-7-rt,RT,0.982945
SNORD114-7-rt,RT,0.982945
FER1L6-rt,RT,0.982900
DIRC1-rt,RT,0.982804
EFEMP1-rt,RT,0.982706
FBXO48-rt,RT,0.982692
TMEM14E-rt,RT,0.982571
FLJ13197-rt,RT,0.982438
SNORD113-6-rt,RT,0.982435
FAM46A-rt,RT,0.982272
COL21A1-rt,RT,0.982203
SNORD114-13-rt,RT,0.982060
SNORD113-5-rt,RT,0.981879
PPP1R14C-rt,RT,0.981748
SAMD5-rt,RT,0.981740
IFNA8-rt,RT,0.981716
RPF1-rt,RT,0.981641
IL12A-rt,RT,0.981471
LURAP1L-rt,RT,0.981342
ZNF235-rt,RT,0.981170
SNORD113-4-rt,RT,0.981036
BET1-rt,RT,0.980844
LOC100188947-rt,RT,0.980642
CACNA2D1-rt,RT,0.980607
SAMD3-rt,RT,0.980502
CD36-rt,RT,0.980257
COL5A2-rt,RT,0.980223
RFPL4B-rt,RT,0.980213
SSPN-rt,RT,0.980040
AARD-rt,RT,0.979975
FAM98A-rt,RT,0.979872
PFDN4-rt,RT,0.979808
LINC00114-rt,RT,0.979644
SLC30A8-rt,RT,0.979562
ATIC-rt,RT,0.979524
RBM24-rt,RT,0.979474
EPB41L2-rt,RT,0.979286
C10orf11-rt,RT,0.979280
LIPA-rt,RT,0.979243
ABI3BP-rt,RT,0.978942
SCG2-rt,RT,0.978758
HSPA7-rt,RT,0.978475
FAM124B-rt,RT,0.978423
TNFRSF11B-rt,RT,0.978248
CH25H-rt,RT,0.978237
SLC39A8-rt,RT,0.978186
YAF2-rt,RT,0.978108
SUCNR1-rt,RT,0.977961
ZNF365-rt,RT,0.977911
SMLR1-rt,RT,0.977873
WT1-AS-rt,RT,0.977769
KLF3-rt,RT,0.977541
CAV2-rt,RT,0.977417
CEP44-rt,RT,0.977206
LINC00922-rt,RT,0.976894
ARHGAP5-AS1-rt,RT,0.976730
FOXC2-rt,RT,0.976614
ARHGAP5-rt,RT,0.976511
PTGDR-rt,RT,0.976456
IYD-rt,RT,0.976285
FBXO8-rt,RT,0.976206
TRPS1-rt,RT,0.976035
FLJ41200-rt,RT,0.976009
PLEKHG1-rt,RT,0.975971
ARHGAP18-rt,RT,0.975965
HECW2-rt,RT,0.975948
PHF20L1-rt,RT,0.975751
TWIST1-rt,RT,0.975647
ZNF438-rt,RT,0.975608
SLC15A5-rt,RT,0.975605
FOXL1-rt,RT,0.975395
CLCA1-rt,RT,0.974971
LACC1-rt,RT,0.974848
LINC00970-rt,RT,0.974820
DDX60L-rt,RT,0.974818
ICOS-rt,RT,0.974505
RELL1-rt,RT,0.974452
FLJ30679-rt,RT,0.974359
EGFLAM-rt,RT,0.974028
SEMA3C-rt,RT,0.973528
SGIP1-rt,RT,0.973490
FAM188A-rt,RT,0.973419
HBS1L-rt,RT,0.973407
FAM91A1-rt,RT,0.973235
ALDH1A2-rt,RT,0.973230
PELI2-rt,RT,0.973199
KCNMA1-rt,RT,0.973178
MRPL13-rt,RT,0.973103
ALDH8A1-rt,RT,0.972917
ARMC3-rt,RT,0.972850
FCGR2C-rt,RT,0.972738
PMP2-rt,RT,0.972524
STRAP-rt,RT,0.972497
STK3-rt,RT,0.972234
PEG10-rt,RT,0.972195
S1PR1-rt,RT,0.971768
MED30-rt,RT,0.971663
ENKUR-rt,RT,0.971473
PTGER2-rt,RT,0.971358
IFNA2-rt,RT,0.971326
SNORD114-31-rt,RT,0.971308
HGF-rt,RT,0.971240
CAV1-rt,RT,0.971063
CTAGE1-rt,RT,0.970956
TMEM65-rt,RT,0.970810
DAAM1-rt,RT,0.970638
TLR10-rt,RT,0.970599
SNORD113-1-rt,RT,0.970423
HS3ST3A1-rt,RT,0.970267
BACH1-rt,RT,0.969746
SOX6-rt,RT,0.969664
SETD9-rt,RT,0.968792
FERD3L-rt,RT,0.968434
GHSR-rt,RT,0.968389
PDHX-rt,RT,0.968229
TNS3-rt,RT,0.968198
ARID5B-rt,RT,0.968112
BHLHE41-rt,RT,0.967992
TMEM71-rt,RT,0.967958
CLIC5-rt,RT,0.967811
MMP8-rt,RT,0.967591
REEP1-rt,RT,0.967543
MOXD1-rt,RT,0.967373
MIER3-rt,RT,0.967189
MUCL1-rt,RT,0.966930
DPT-rt,RT,0.966821
SORD-rt,RT,0.966718
ZNF558-rt,RT,0.966651
CTLA4-rt,RT,0.966645
LYSMD4-rt,RT,0.966635
MIER1-rt,RT,0.966447
PDGFRA-rt,RT,0.966107
SNAI2-rt,RT,0.966048
PMS1-rt,RT,0.965402
PTDSS1-rt,RT,0.965110
FABP9-rt,RT,0.965063
C15orf48-rt,RT,0.965044
INPP1-rt,RT,0.964841
DUSP10-rt,RT,0.964771
PRTFDC1-rt,RT,0.964628
SENP7-rt,RT,0.964556
LINC00189-rt,RT,0.964438
SLC9A9-rt,RT,0.964363
APCDD1-rt,RT,0.964219
CASC1-rt,RT,0.964165
JMJD1C-rt,RT,0.964045
ORMDL1-rt,RT,0.963889
GAS1-rt,RT,0.963640
C10orf90-rt,RT,0.963624
OSGEPL1-rt,RT,0.963051
CYP4F11-rt,RT,0.962417
DERA-rt,RT,0.961686
KCNS2-rt,RT,0.961661
STMND1-rt,RT,0.961360
GNG11-rt,RT,0.961277
IL36B-rt,RT,0.961051
GADL1-rt,RT,0.960555
FIBIN-rt,RT,0.960448
ASZ1-rt,RT,0.960385
AK5-rt,RT,0.960170
MTHFSD-rt,RT,0.958854
TNFSF10-rt,RT,0.958638
UQCRB-rt,RT,0.957712
MTAP-rt,RT,0.957207
BTF3P11-rt,RT,0.956767
FILIP1L-rt,RT,0.956045
SH2D4A-rt,RT,0.954809
CMSS1-rt,RT,0.954780
SPOCK1-rt,RT,0.954731
SPAG6-rt,RT,0.954628
ZNF233-rt,RT,0.954285
HPGD-rt,RT,0.954122
IRG1-rt,RT,0.954101
CD96-rt,RT,0.953742
IBTK-rt,RT,0.953736
PIP4K2A-rt,RT,0.953555
CCDC175-rt,RT,0.953343
WIF1-rt,RT,0.953078
NFIB-rt,RT,0.952365
RGS4-rt,RT,0.952127
SWT1-rt,RT,0.952060
ABCA13-rt,RT,0.951830
SLC30A4-rt,RT,0.951018
CUBN-rt,RT,0.950474
ETS2-rt,RT,0.949027
GPR128-rt,RT,0.948739
LAMA2-rt,RT,0.947684
MEG8-rt,RT,0.947627
PUS7L-rt,RT,0.946705
AGR2-rt,RT,0.946620
MIR411-rt,RT,0.946339
IFIT2-rt,RT,0.945153
GLIS3-rt,RT,0.945078
LOC389332-rt,RT,0.945063
ANGPT1-rt,RT,0.944933
MIR758-rt,RT,0.944851
NR3C1-rt,RT,0.944758
SPATA5L1-rt,RT,0.944489
MIR323B-rt,RT,0.944417
MIR134-rt,RT,0.944393
MIR382-rt,RT,0.944370
HFM1-rt,RT,0.943869
MIR377-rt,RT,0.943359
MIR889-rt,RT,0.943189
BMPR1B-rt,RT,0.942820
ST7-OT3-rt,RT,0.942711
CLCA4-rt,RT,0.942599
MIR369-rt,RT,0.941994
GPR135-rt,RT,0.941975
IGSF10-rt,RT,0.941957
JKAMP-rt,RT,0.941837
MIR300-rt,RT,0.941440
MIR376A1-rt,RT,0.941309
KLHL3-rt,RT,0.941129
MIR376C-rt,RT,0.941081
SMAD5-rt,RT,0.940548
RTL1-rt,RT,0.940548
RUNX2-rt,RT,0.940521
RGS5-rt,RT,0.940024
MEG9-rt,RT,0.939687
ITGA8-rt,RT,0.939488
FCN1-rt,RT,0.939178
TFPI2-rt,RT,0.938967
MIR665-rt,RT,0.938846
L3HYPDH-rt,RT,0.938844
PON2-rt,RT,0.938561
SKAP2-rt,RT,0.937874
ABCA5-rt,RT,0.937829
HPSE2-rt,RT,0.937659
C1orf146-rt,RT,0.937536
C11orf44-rt,RT,0.937268
ZBED2-rt,RT,0.936802
PTPRK-rt,RT,0.936193
C7orf71-rt,RT,0.936155
FOXF1-rt,RT,0.935784
THNSL1-rt,RT,0.935700
COMMD3-rt,RT,0.934980
LEMD3-rt,RT,0.932638
LOX-rt,RT,0.932556
GLMN-rt,RT,0.931339
EFCAB6-rt,RT,0.931184
GTF3C3-rt,RT,0.929473
NAPG-rt,RT,0.929158
WNT2-rt,RT,0.928975
PON3-rt,RT,0.927278
FAM110B-rt,RT,0.926660
PPP1R9A-rt,RT,0.918906
ST6GALNAC5-rt,RT,0.918656
MFSD6-rt,RT,0.915104
METAP1-rt,RT,0.914944
TMEM194B-rt,RT,0.914667
TRMT12-rt,RT,0.913481
GATM-rt,RT,0.912074
ZNF521-rt,RT,0.911287
IL36RN-rt,RT,0.911194
SAMD9-rt,RT,0.909431
RSU1-rt,RT,0.907178
TAF2-rt,RT,0.906217
LRFN5-rt,RT,0.905818
LINC01091-rt,RT,0.905467
DCLK2-rt,RT,0.900752
TIPARP-rt,RT,0.900090
R3HCC1L-rt,RT,0.898894
RBMS3-rt,RT,0.897939
STK17B-rt,RT,0.895310
C15orf41-rt,RT,0.888006
SNCAIP-rt,RT,0.886386
C1orf21-rt,RT,0.883323
LOC100287944-rt,RT,0.881248
LPAR3-rt,RT,0.869273
HLA-DRA-rt,RT,0.855518
VEPH1-rt,RT,0.854552
GAP43-rt,RT,0.845451
ZNF474-rt,RT,0.838624
